a_sum,ak_sum,predicted,observed_topsis
-0.2234504991365496,-0.11774095130955796,False,False
-0.19746725117445807,-0.10416997176956913,False,False
-0.6406415057436922,-0.45681504994751854,False,False
-0.24292562923380312,-0.1265556146884713,False,False
-0.24554965334579937,-0.14005616455547049,False,False
-0.19708189289784667,-0.1025138899918256,False,False
-0.15444486365171256,-0.07149079439441569,False,False
-0.20208378590875525,-0.10512840172747377,False,False
-0.7273060442536599,-0.4839083940651278,False,False
-0.1507761354862457,-0.06101425603317094,False,False
-0.14632710757349715,-0.056090196205200074,False,False
-0.20035763541646043,-0.10308283907908272,False,False
-0.23075508729268235,-0.13516819318335063,False,False
-0.1941206734515797,-0.10210690898632699,False,False
-0.20613433445563778,-0.10021374951998908,False,False
-0.20577503354946014,-0.09877235320965261,False,False
-0.19420282672364925,-0.10190456392921336,False,False
-0.21303279257990174,-0.11145889760317608,False,False
-0.19979880692593227,-0.10428320118859145,False,False
-0.21099698399722286,-0.11075274727965405,False,False
-0.8327667922533071,-0.6860988824540171,False,False
-0.18726860086727404,-0.09350621518135156,False,False
-0.20327920022607993,-0.10614968869660746,False,False
-0.22186471845486877,-0.11527359591918898,False,False
0.26688542879769306,0.14879920280449818,False,False
-0.03055012743695027,0.028858904052469287,True,True
-0.25646575488996387,-0.149297483561648,False,False
-0.21318961088587948,-0.10796305874612264,False,False
-0.20619101164265644,-0.10800367606240574,False,False
-0.1991897491493858,-0.10440467686171338,False,False
-0.21358402450459077,-0.1119512845251284,False,False
0.11996161519810002,0.15544863939780856,False,False
0.0768110606037089,0.10504869407980318,False,False
-0.18779176219387977,-0.07878217721417155,False,False
0.3652533099258064,0.3713936558882588,False,False
-0.19506619476638354,-0.10235657667288807,False,False
-0.22763106917067114,-0.11893965347607857,False,False
-0.27093211951036034,-0.1616138070807822,False,False
-0.19951240952574684,-0.1077753055465071,False,False
-0.20888344877699644,-0.1089882100970642,False,False
-0.20012870608157557,-0.10451193811450171,False,False
-0.1721861541065981,-0.08080961482656399,False,False
-0.20690917958803853,-0.10818334261613105,False,False
-0.20414495742542965,-0.10693402568371495,False,False
-0.2292193580907962,-0.11954287134100339,False,False
-0.21234280666257935,-0.1104991812310959,False,False
-0.8182349034542233,-0.5264914259562057,False,False
-0.23363001499841024,-0.12450615346210785,False,False
-0.2269158641306839,-0.11851352285990609,False,False
-0.18546110704679028,-0.08730823974835826,False,False
-0.21317060662526194,-0.1116206836216847,False,False
-0.20107023199820168,-0.10545384304731112,False,False
-0.20579654192215402,-0.10135363059593361,False,False
-0.8555906523446869,-0.6037661978937946,False,False
-0.19682557298810757,-0.08001438312672787,False,False
-0.20194124040618702,-0.10268424891491837,False,False
-0.20231062000975497,-0.10660913025690746,False,False
-0.2287427731307139,-0.11969455188359954,False,False
-0.055004998167545435,0.006758509901518404,True,True
-0.17688774625013642,-0.07815165516203042,False,False
-0.19129964302779282,-0.10058685863050881,False,False
-0.19764594757138532,-0.1010173905901351,False,False
0.03255213946674686,0.10756679848803363,False,False
-0.19592396858835598,-0.10292384985758854,False,False
-0.21955389093547834,-0.1146251682360069,False,False
-0.20222215250645756,-0.10650299455475185,False,False
-0.09620533157095879,-0.017045822680325198,False,True
-0.22906321616917652,-0.12138447258628392,False,False
-0.19908268900615786,-0.1035987446433029,False,False
-0.17161312884460048,-0.08139951026913195,False,False
-0.21650065827036227,-0.1127805408150353,False,False
-0.12214303268760673,-0.03085963000569013,False,True
-0.20522277646097437,-0.10766866046367866,False,False
-0.16939841906916908,-0.08141139041940476,False,False
-0.19880329316927517,-0.10478777059524547,False,False
-0.21533359271031555,-0.1128879283042015,False,False
-0.21082689395143828,-0.11122505871509956,False,False
-0.20733362586178766,-0.10414099669482231,False,False
-0.19180301726289797,-0.09174871080926608,False,False
-0.195213630396946,-0.09440702244656064,False,False
-0.22070772150337195,-0.11512440377217163,False,False
-0.21231918274255068,-0.11078555524277628,False,False
-0.21907396657947828,-0.11425011407234371,False,False
-0.19556855046025712,-0.10255188873681059,False,False
-0.12615476851709836,-0.029194517049445583,False,False
-0.22701805277449894,-0.11867025683655857,False,False
-0.19142485213966054,-0.08588082286447808,False,False
-0.18877946680062863,-0.0871303013083489,False,False
-0.288505832263595,-0.17882784926280965,False,False
-0.20624349973526057,-0.10754723851278998,False,False
0.055006526630704135,0.10044184528417188,False,False
-0.21563135969565225,-0.11271930058254055,False,False
0.4658765295040531,0.5499257746888015,False,False
-0.22914242569339682,-0.11968167463485818,False,False
